"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"1229","3181550",51290637,"Sympetrum corruptum",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",38.27708,112.61102,"Asia","Least Concern"
"1230","1901316",51291504,"Sympetrum costiferum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",51.98289871,-106.70899963,"America","Least Concern"
"1231","4549446",51291811,"Sympetrum obtrusum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",39.77420044,-101.8010025,"America","Least Concern"
"1232","3180620",51291855,"Sympetrum pallipes",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",48.31610107,-122.70500183,"America","Least Concern"
"1233","4414336",51291893,"Sympetrum rubicundulum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",45.73289871,-90.33879852,"America","Least Concern"
"1234","2071547",51292224,"Sympetrum semicinctum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",35.09590149,-106.68499756,"America","Least Concern"
"1235","982333",51292283,"Sympetrum signiferum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",31.37269974,-110.52400208,"America","Least Concern"
"1236","577487",51292295,"Sympetrum vicinum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",50.10250092,-95.87940216,"America","Least Concern"
"1237","1905317",51292358,"Tauriphila azteca",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tauriphila","Least Concern",27.9951992,-82.27980042,"America","Least Concern"
"1238","50411",51292816,"Tramea insularis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tramea","Least Concern",26.48329926,-100.21700287,"America","Least Concern"
"1239","205197",51292820,"Tramea lacerata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tramea","Least Concern",36.50795,-82.23964,"America","Least Concern"
"1240","2024186",51293508,"Tanypteryx hageni",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PETALURIDAE","Tanypteryx","Least Concern",46.81259918,-121.87000275,"America","Least Concern"
"1241","4490122",51293762,"Calopteryx amata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Calopteryx","Least Concern",44.45769882,-72.54620361,"America","Least Concern"
"1242","873192",51293832,"Calopteryx dimidiata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Calopteryx","Least Concern",30.86412,-86.83047,"America","Least Concern"
"1243","4203676",51293854,"Calopteryx maculata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Calopteryx","Least Concern",31.06159973,-94.27459717,"America","Least Concern"
"1244","3245125",51293948,"Hetaerina americana",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Hetaerina","Least Concern",36.51350021,-114.42199707,"America","Least Concern"
"1245","3244910",51293948,"Hetaerina americana",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Hetaerina","Least Concern",35.82590103,83.57859802,"Asia","Least Concern"
"1246","120920",51293970,"Hetaerina titia",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Hetaerina","Least Concern",32.29491,-94.52486,"America","Least Concern"
"1247","4277323",51302880,"Acanthagrion quadratum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Acanthagrion","Least Concern",30.45989,-101.82541,"America","Least Concern"
"1248","4232865",51302894,"Amphiagrion abbreviatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Amphiagrion","Least Concern",34.67910004,-107.84999847,"America","Least Concern"
"1249","4232845",51302894,"Amphiagrion abbreviatum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Amphiagrion","Least Concern",39.92630005,111.0719986,"Asia","Least Concern"
"1250","2309412",51302922,"Apanisagrion lais",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Apanisagrion","Least Concern",31.73320007,-110.88400269,"America","Least Concern"
"1251","2661004",51332132,"Argia agrioides",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",33.93299866,-112.69499969,"America","Least Concern"
"1252","522261",51332186,"Argia barretti",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",30.46789932,-101.8010025,"America","Least Concern"
"1253","4373514",51332190,"Argia bipunctulata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.48209953,-93.07299805,"America","Least Concern"
"1254","942138",51332193,"Argia carlcooki",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",20.47270012,-105.41600037,"America","Least Concern"
"1255","2191077",51332201,"Argia cuprea",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.05242,-98.4856,"America","Least Concern"
"1256","52840",51332230,"Argia emma",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",37.520401,-121.84500122,"America","Least Concern"
"1257","971100",51332233,"Argia extranea",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",20.48839951,-105.44999695,"America","Least Concern"
"1258","4189535",51332246,"Argia fumipennis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",30.24970055,-88.08709717,"America","Least Concern"
"1259","3296762",51332260,"Argia harknessi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",33.07870102,-109.30200195,"America","Least Concern"
"1260","1034587",51332278,"Argia hinei",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",30.33419991,-97.89070129,"America","Least Concern"
"1261","4516744",51332292,"Argia immunda",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",30.19379997,-98.28440094,"America","Least Concern"
"1262","787617",51332305,"Argia lacrimans",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.7234993,-110.8809967,"America","Least Concern"
"1263","1711823",51332325,"Argia munda",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.72360039,-110.8809967,"America","Least Concern"
"1264","4238377",51332329,"Argia nahuana",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",35.61669922,-106.11299896,"America","Least Concern"
"1265","146021",51332333,"Argia oenea",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",20.47270012,-105.41600037,"America","Least Concern"
"1266","4494501",51332337,"Argia sedula",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",29.38640022,-95.01139832,"America","Least Concern"
"1267","4494467",51332337,"Argia sedula",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",35.82590103,83.57859802,"Asia","Least Concern"
"1268","3574769",51332343,"Argia tezpi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",13.63370037,-86.52639771,"America","Least Concern"
"1269","4233533",51332350,"Argia tonto",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.44750023,-110.30799866,"America","Least Concern"
"1270","4147777",51332354,"Argia vivida",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",32.93970108,-117.14199829,"America","Least Concern"
"1271","743023",51332574,"Chromagrion conditum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Chromagrion","Least Concern",38.75770187,-75.72699738,"America","Least Concern"
"1272","351142",51339713,"Coenagrion angulatum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Coenagrion","Least Concern",50.47750092,-99.54489899,"America","Least Concern"
"1273","3691637",51341145,"Coenagrion interrogatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Coenagrion","Least Concern",50.62519836,-95.46309662,"America","Least Concern"
"1274","233366",51342071,"Enallagma anna",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",43.56240082,-101.1969986,"America","Least Concern"
"1275","2658754",51342193,"Enallagma annexum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.1688,-115.56153,"America","Least Concern"
"1276","2658694",51342193,"Enallagma annexum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",39.92626,111.07237,"Asia","Least Concern"
"1277","3433475",51342379,"Enallagma antennatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",42.45270157,-89.10839844,"America","Least Concern"
"1278","4266574",51355082,"Enallagma aspersum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",31.05139923,-92.59739685,"America","Least Concern"
"1279","2948923",51355210,"Enallagma basidens",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",39.00279999,-74.94740295,"America","Least Concern"
"1280","1344550",51355269,"Enallagma boreale",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",61.18050003,-149.94999695,"America","Least Concern"
"1281","3655401",51355757,"Enallagma clausum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",41.54909897,-109.30500031,"America","Least Concern"
"1282","889579",51355816,"Enallagma cardenium",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.14249992,-83.86579895,"America","Least Concern"
"1283","971040",51355980,"Enallagma concisum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",35.00939941,-79.54309845,"America","Least Concern"
"1284","4134583",51356189,"Enallagma daeckii",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",33.53710175,-81.27449799,"America","Least Concern"
"1285","356309",51356443,"Enallagma divagans",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",39.69300079,-74.92230225,"America","Least Concern"
"1286","2974426",51356619,"Enallagma durum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",33.20550156,-79.38300323,"America","Least Concern"
"1287","1296268",51356810,"Enallagma eiseni",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",31.58049965,-116.41300201,"America","Least Concern"
"1288","4532740",51356945,"Enallagma geminatum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",36.03070068,-94.83899689,"America","Least Concern"
"1289","3316169",51357009,"Enallagma hageni",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",38.49649811,-79.61319733,"America","Least Concern"
"1290","1998639",51357200,"Enallagma pallidum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.95770073,-87.87359619,"America","Least Concern"
"1291","4147193",51357310,"Enallagma pollutum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",28.45730019,-81.58509827,"America","Least Concern"
"1292","2654213",51357444,"Enallagma praevarum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",25.85230064,-97.4178009,"America","Least Concern"
"1293","1865461",51357608,"Enallagma semicirculare",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",32.30410004,-110.80899811,"America","Least Concern"
"1294","3110625",51357677,"Enallagma signatum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",31.89340019,-95.42870331,"America","Least Concern"
"1295","1882877",51357888,"Enallagma sulcatum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",29.10359955,-81.67420197,"America","Least Concern"
"1296","2546279",51357987,"Enallagma vernale",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",43.16220093,-75.92700195,"America","Least Concern"
"1297","1919330",51357991,"Enallagma vesperum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",34.51789856,-80.22119904,"America","Least Concern"
"1298","888769",51358001,"Enallagma weewa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.40660095,-87.68360138,"America","Least Concern"
"1299","155146",51361495,"Ischnura barberi",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",36.57709885,-115.72299957,"America","Least Concern"
"1300","3585402",51361508,"Ischnura cervula",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",48.39231,-122.64764,"America","Least Concern"
"1301","3007986",51361532,"Ischnura damula",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",30.36630058,-103.66100311,"America","Least Concern"
